X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,Qty2,Value2
,2021-06-22 21:15:15,2021-06-22,RUN,Sunrun Inc.,Fenster Edward Harris,COB,S - Sale,$49.18,"-5,886","1,588,229",0%,"-$289,473",#N/A,#N/A
D,2021-06-22 21:15:04,2021-06-18,ZI,Zoominfo Technologies Inc.,Mironov Jason,Dir,S - Sale+OE,$51.65,"-275,670",0,-100%,"-$14,237,115",#N/A,#N/A
D,2021-06-22 21:14:50,2021-06-21,RUN,Sunrun Inc.,Steele Jeanna,GC,S - Sale+OE,$51.50,"-3,334","113,364",-3%,"-$171,701",#N/A,#N/A
D,2021-06-22 21:14:06,2021-06-17,RUN,Sunrun Inc.,Vonreichbauer Thomas Arthur,CFO,S - Sale+OE,$49.69,"-7,554","180,404",-4%,"-$375,358",#N/A,#N/A
D,2021-06-22 21:13:46,2021-06-18,ZI,Zoominfo Technologies Inc.,Ta Atlantic & Pacific Vii-B L.P.,"Dir, 10%",S - Sale+OE,$51.65,"-275,670",0,-100%,"-$14,237,115",#N/A,#N/A
D,2021-06-22 21:08:53,2021-06-18,ZI,Zoominfo Technologies Inc.,Crockett Todd,Dir,S - Sale+OE,$51.65,"-275,670",0,-100%,"-$14,237,115",#N/A,#N/A
D,2021-06-22 21:07:21,2021-06-18,ZI,Zoominfo Technologies Inc.,"Ta Associates, L.P.","Dir, 10%",S - Sale+OE,$51.65,"-275,670",0,-100%,"-$14,237,115",#N/A,#N/A
,2021-06-22 21:03:58,2021-06-21,TTMI,Ttm Technologies Inc,Titterton Philip,"EVP, COO",S - Sale,$14.46,"-7,226","51,797",-12%,"-$104,476",#N/A,#N/A
D,2021-06-22 21:02:56,2021-06-22,COUP,Coupa Software Inc,Baratta Maurizio,Chief Accounting Officer,S - Sale+OE,$243.49,-642,"2,872",-18%,"-$156,323",#N/A,#N/A
DM,2021-06-22 21:02:33,2021-06-22,COUP,Coupa Software Inc,Glenn Robert,EVP Global Sales,S - Sale+OE,$243.49,"-1,400","3,025",-32%,"-$340,891",#N/A,#N/A
,2021-06-22 21:02:31,2021-06-21,TTMI,Ttm Technologies Inc,Titterton Philip,"EVP, COO",S - Sale,$14.46,"-7,226","51,797",-12%,"-$104,476",#N/A,#N/A
D,2021-06-22 21:02:08,2021-06-22,COUP,Coupa Software Inc,Riggs Mark,Chief Customer Officer,S - Sale+OE,$243.49,"-1,322","2,364",-36%,"-$321,898",#N/A,#N/A
D,2021-06-22 21:01:31,2021-06-22,COUP,Coupa Software Inc,Bernshteyn Robert,CEO,S - Sale+OE,$243.49,"-7,924","219,445",-3%,"-$1,929,441",#N/A,#N/A
D,2021-06-22 21:01:06,2021-06-22,COUP,Coupa Software Inc,Ford Todd R,"Pres Finance, Operations",S - Sale+OE,$243.49,"-2,984","21,345",-12%,"-$726,584",#N/A,#N/A
D,2021-06-22 21:00:41,2021-06-22,COUP,Coupa Software Inc,Tiscornia Anthony D,CFO,S - Sale+OE,$243.49,"-1,166","1,142",-51%,"-$283,913",#N/A,#N/A
,2021-06-22 20:55:07,2021-06-21,TTMI,Ttm Technologies Inc,Sanchez Tony,"VP, Corporate Controller",S - Sale,$14.46,"-2,895","17,122",-14%,"-$41,849",#N/A,#N/A
DM,2021-06-22 20:48:28,2021-06-21,CRWD,"Crowdstrike Holdings, Inc.",Black Colin,COO,S - Sale+OE,$239.58,"-14,133","186,151",-7%,"-$3,385,922",#N/A,#N/A
D,2021-06-22 20:47:15,2021-06-21,CRWD,"Crowdstrike Holdings, Inc.",Henry Shawn,Please see remarks,S - Sale+OE,$235.51,"-7,451","394,932",-2%,"-$1,754,816",#N/A,#N/A
D,2021-06-22 20:47:00,2021-06-21,CRWD,"Crowdstrike Holdings, Inc.",Podbere Burt W.,CFO,S - Sale+OE,$236.49,"-17,016","174,668",-9%,"-$4,024,105",#N/A,#N/A
DM,2021-06-22 20:46:35,2021-06-17,CRWD,"Crowdstrike Holdings, Inc.",Carpenter Michael J.,"Pres, GLBAL SALES, FLD OPS",S - Sale+OE,$237.43,"-39,484","174,713",-18%,"-$9,374,616",#N/A,#N/A
DM,2021-06-22 20:46:26,2021-06-18,AYRO,"Ayro, Inc.",Keller Rodney C. Jr.,CEO,S - Sale+OE,$5.25,"-107,603","434,167",-20%,"-$565,234",#N/A,#N/A
,2021-06-22 20:46:19,2021-06-21,CRWD,"Crowdstrike Holdings, Inc.",Maheshwari Abhishek,CHIEF ACCOUNTING OFFICER,S - Sale,$237.35,"-3,198","81,160",-4%,"-$759,033",#N/A,#N/A
D,2021-06-22 20:44:51,2021-06-21,TW,Tradeweb Markets Inc.,Warshaw Robert J,CFO,S - Sale+OE,$85.15,"-16,022","63,824",-20%,"-$1,364,217",#N/A,#N/A
DM,2021-06-22 20:41:00,2021-06-18,TW,Tradeweb Markets Inc.,Olesky Lee,CEO,S - Sale+OE,$85.61,"-178,907","493,457",-27%,"-$15,316,654",#N/A,#N/A
D,2021-06-22 20:30:32,2021-06-21,BLFS,Biolife Solutions Inc,Foster Karen A.,Chief Quality Officer,S - Sale+OE,$42.79,"-16,332","73,384",-18%,"-$698,846",#N/A,#N/A
D,2021-06-22 20:24:58,2021-06-17,RNA,"Avidity Biosciences, Inc.",Levin Arthur A,Chief Scientific Officer,S - Sale+OE,$27.75,-200,"1,330",-13%,"-$5,550",#N/A,#N/A
D,2021-06-22 20:24:18,2021-06-16,PURE,"Pure Bioscience, Inc.",Lee Tom Y,CEO,P - Purchase,$0.43,#ERROR!,"21,851,982",0%,#ERROR!,35998,15515
,2021-06-22 20:11:56,2021-06-18,STTK,"Shattuck Labs, Inc.",Thomson Erin Ator,GC,S - Sale,$30.00,"-3,000","81,259",-4%,"-$90,000",#N/A,#N/A
DM,2021-06-22 20:11:00,2021-06-17,STTK,"Shattuck Labs, Inc.",Hornblower Josiah,Dir,S - Sale+OE,$29.36,"-34,936","3,151,831",-1%,"-$1,025,814",#N/A,#N/A
DM,2021-06-22 20:10:41,2021-06-17,SUMO,"Sumo Logic, Inc.",Sayar Ramin,"Pres, CEO",S - Sale+OE,$21.30,"-140,478","715,639",-16%,"-$2,992,811",#N/A,#N/A
DM,2021-06-22 20:10:29,2021-06-17,DELL,Dell Technologies Inc.,Dell Michael S,"CEO, 10%",S - Sale+OE,$100.48,"-636,829","5,951,255",-10%,"-$63,989,273",#N/A,#N/A
,2021-06-22 20:09:20,2021-06-18,GWRE,"Guidewire Software, Inc.",King James Winston,"Chief Admin Officer, Gen Couns",S - Sale,$112.24,"-1,044","6,948",-13%,"-$117,179",#N/A,#N/A
,2021-06-22 20:08:54,2021-06-17,SUMO,"Sumo Logic, Inc.",Haar Katherine,"GC, Secretary",S - Sale,$19.10,"-2,980","94,742",-3%,"-$56,915",#N/A,#N/A
,2021-06-22 20:08:32,2021-06-18,GWRE,"Guidewire Software, Inc.",Hung Priscilla,COO,S - Sale,$112.67,"-3,134","5,057",-38%,"-$353,095",#N/A,#N/A
DM,2021-06-22 20:08:19,2021-06-17,SUMO,"Sumo Logic, Inc.",Fitz Steven D,Chief Revenue Officer,S - Sale+OE,$21.76,"-73,273","209,749",-26%,"-$1,594,396",#N/A,#N/A
DM,2021-06-22 20:08:03,2021-06-17,DELL,Dell Technologies Inc.,Susan Lieberman Dell Separate Property Trust,10%,S - Sale+OE,$100.48,"-63,683",0,-100%,"-$6,398,939",#N/A,#N/A
M,2021-06-22 20:07:55,2021-06-17,TALO,Talos Energy Inc.,"Apollo Management Holdings Gp, LLC",10%,S - Sale,$17.46,"-605,318","17,014,827",-3%,"-$10,571,813",#N/A,#N/A
DM,2021-06-22 20:07:26,2021-06-17,SUMO,"Sumo Logic, Inc.",Chettiar Suku Krishnaraj,CMO,S - Sale+OE,$21.32,"-36,000","125,373",-22%,"-$767,437",#N/A,#N/A
M,2021-06-22 20:06:45,2021-06-17,SUMO,"Sumo Logic, Inc.",Carey Sydney,CFO,S - Sale,$20.42,"-23,149","400,684",-5%,"-$472,637",#N/A,#N/A
M,2021-06-22 20:06:11,2021-06-17,SUMO,"Sumo Logic, Inc.",Beedgen Christian,Dir,S - Sale,$20.13,"-10,419","1,929,312",-1%,"-$209,721",#N/A,#N/A
D,2021-06-22 20:03:49,2021-06-17,EXEL,"Exelixis, Inc.",Lamb Peter,"EVP, Scientific Strategy, CSO",S - Sale+OE,$22.18,"-60,000","406,572",-13%,"-$1,330,800",#N/A,#N/A
D,2021-06-22 20:00:45,2021-06-21,GNL,"Global Net Lease, Inc.",Nelson James Larry,"CEO, Pres",S - Sale+OE,$18.47,"-106,774","2,163,796",-5%,"-$1,972,116",#N/A,#N/A
,2021-06-22 19:57:15,2021-06-21,VIR,"Vir Biotechnology, Inc.",Sato Vicki L,Dir,S - Sale,$46.17,"-15,174","1,642,136",-1%,"-$700,515",#N/A,#N/A
M,2021-06-22 19:56:21,2021-06-17,CRCT,"Cricut, Inc.","Abdiel Capital Management, LLC",10%,P - Purchase,$33.59,#ERROR!,"5,421,917",0.04,#ERROR!,214474,7203985
,2021-06-22 19:53:48,2021-06-18,GWRE,"Guidewire Software, Inc.",Polelle Michael,Chief Delivery Officer,S - Sale,$112.24,"-1,299","3,129",-29%,"-$145,800",#N/A,#N/A
D,2021-06-22 19:53:21,2021-06-18,SNOW,Snowflake Inc.,Garrett Mark,Dir,S - Sale+OE,$250.00,"-1,005","134,018",-1%,"-$251,250",#N/A,#N/A
,2021-06-22 19:53:20,2021-06-18,GWRE,"Guidewire Software, Inc.",Cooper Jeffrey Elliott,CFO,S - Sale,$112.24,-837,"4,014",-17%,"-$93,945",#N/A,#N/A
,2021-06-22 19:52:43,2021-06-18,PLRX,"Pliant Therapeutics, Inc.",Lefebvre Eric,Chief Medical Officer,S - Sale,$28.87,"-12,500","137,080",-8%,"-$360,821",#N/A,#N/A
,2021-06-22 19:52:37,2021-06-18,GWRE,"Guidewire Software, Inc.",Ryu Marcus,Dir,S - Sale,$112.62,"-3,118","17,906",-15%,"-$351,133",#N/A,#N/A
,2021-06-22 19:40:36,2021-06-17,MNTV,Momentive Global Inc.,Cantieri Rebecca,Chief People Officer,S - Sale,$22.04,"-6,179","122,606",-5%,"-$136,168",#N/A,#N/A
M,2021-06-22 19:39:01,2021-06-17,BCAB,"Bioatla, Inc.",Short Jay M Phd,"CEO, 10%",S - Sale,$39.16,"-74,269","3,051,619",-2%,"-$2,908,126",#N/A,#N/A
,2021-06-22 19:37:23,2021-06-18,MAC,Macerich Co,Zecchini Christopher J,Chief Accounting Officer,S - Sale,$17.27,"-2,500","11,460",-18%,"-$43,170",#N/A,#N/A
M,2021-06-22 19:37:03,2021-06-17,SMAR,Smartsheet Inc,Yesil Magdalena,Dir,S - Sale,$69.01,"-20,000","50,553",-28%,"-$1,380,180",#N/A,#N/A
D,2021-06-22 19:35:05,2021-06-21,SMAR,Smartsheet Inc,Gomez Elena,Dir,S - Sale+OE,$69.46,"-5,000","23,158",-18%,"-$347,300",#N/A,#N/A
DM,2021-06-22 19:32:06,2021-06-18,ZI,Zoominfo Technologies Inc.,"Tc Group Cayman Investment Holdings, L.P.",10%,S - Sale+OE,$52.00,"-23,800",0,-100%,"-$1,237,647",#N/A,#N/A
DM,2021-06-22 19:30:19,2021-06-18,ZI,Zoominfo Technologies Inc.,Carlyle Group Management L.L.C.,10%,S - Sale+OE,$52.00,"-23,800",0,-100%,"-$1,237,647",#N/A,#N/A
M,2021-06-22 19:21:31,2021-06-11,CROX,"Crocs, Inc.",Wright Doreen A,Dir,S - Sale,$110.35,"-1,188","56,641",-2%,"-$131,097",#N/A,#N/A
DM,2021-06-22 19:15:59,2021-06-18,UPWK,"Upwork, Inc",Brown Hayden,"Pres, CEO",S - Sale+OE,$48.74,"-34,607","697,726",-5%,"-$1,686,871",#N/A,#N/A
D,2021-06-22 18:57:09,2021-06-21,ASO,"Academy Sports & Outdoors, Inc.",Johnson Samuel J,"EVP, Retail Operations",S - Sale+OE,$39.78,"-56,685","130,303",-30%,"-$2,254,929",#N/A,#N/A
D,2021-06-22 18:55:20,2021-06-21,NTGR,"Netgear, Inc.",Kim Andrew Wonki,"SVP, Legal, Corp Dev",S - Sale+OE,$38.32,-781,"64,189",-1%,"-$29,928",#N/A,#N/A
,2021-06-22 18:54:53,2021-06-18,OPEN,Opendoor Technologies Inc.,Wheeler Carrie,CFO,S - Sale,$16.70,"-8,576","4,080,942",0%,"-$143,198",#N/A,#N/A
M,2021-06-22 18:54:25,2021-06-18,NFE,New Fortress Energy Inc.,Nfe Smrs Holdings LLC,10%,S - Sale,$40.84,"-226,570","33,474,709",-1%,"-$9,254,042",#N/A,#N/A
,2021-06-22 18:50:59,2021-06-21,SWBI,"Smith & Wesson Brands, Inc.",Monheit Barry M,Dir,S - Sale,$27.65,"-10,000","87,232",-10%,"-$276,503",#N/A,#N/A
,2021-06-22 18:50:49,2021-06-22,ABCL,Abcellera Biologics Inc.,Hayden Michael R,Dir,S - Sale,$25.50,"-100,000","1,121,642",-8%,"-$2,550,000",#N/A,#N/A
,2021-06-22 18:49:34,2021-06-18,OPEN,Opendoor Technologies Inc.,Stevens Elizabeth Ann,Head of Legal,S - Sale,$16.70,"-59,471","529,587",-10%,"-$993,017",#N/A,#N/A
,2021-06-22 18:49:07,2021-06-21,CLPT,"Clearpoint Neuro, Inc.",Burnett Joseph Michael,"CEO, Pres",S - Sale,$18.57,"-25,000","237,366",-10%,"-$464,250",#N/A,#N/A
,2021-06-22 18:47:36,2021-06-21,MDLA,"Medallia, Inc.",Stretch Leslie,"Pres, CEO",S - Sale,$32.13,"-31,585","949,833",-3%,"-$1,014,937",#N/A,#N/A
,2021-06-22 18:46:01,2021-06-21,ATH,Athene Holding Ltd,Klein Martin P,"EVP, CFO",S - Sale,$62.54,"-1,200","131,655",-1%,"-$75,048",#N/A,#N/A
,2021-06-22 18:45:56,2021-06-21,SWBI,"Smith & Wesson Brands, Inc.",McPherson Deana L,See Remarks,S - Sale,$25.00,"-5,102","64,360",-7%,"-$127,550",#N/A,#N/A
,2021-06-22 18:43:33,2021-06-21,SWBI,"Smith & Wesson Brands, Inc.",Furman John B,Dir,S - Sale,$24.44,"-5,414","39,490",-12%,"-$132,327",#N/A,#N/A
M,2021-06-22 18:39:20,2021-06-17,AI,"C3.Ai, Inc.",Levin Richard C,Dir,S - Sale,$60.08,"-19,000","257,664",-7%,"-$1,141,600",#N/A,#N/A
,2021-06-22 18:38:30,2021-06-17,AI,"C3.Ai, Inc.",Abbo Edward Y,CTO,S - Sale,$59.28,"-86,768","535,774",-14%,"-$5,143,462",#N/A,#N/A
,2021-06-22 18:37:43,2021-06-21,SWBI,"Smith & Wesson Brands, Inc.",Cicero Robert J.,See Remarks,S - Sale,$24.28,"-8,834","87,357",-9%,"-$214,480",#N/A,#N/A
,2021-06-22 18:31:45,2021-06-17,CERE,"Cerevel Therapeutics Holdings, Inc.",Sulzberger Gabrielle,Dir,P - Purchase,$13.06,#ERROR!,"35,354",1.48,#ERROR!,21084,275357
DM,2021-06-22 18:28:46,2021-06-18,F,Ford Motor Co,Rowley Stuart J.,"Pres, Ford of Europe",S - Sale+OE,$14.76,"-52,414","153,614",-25%,"-$773,839",#N/A,#N/A
D,2021-06-22 18:26:32,2021-06-21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$243.09,"-20,000","28,986,249",0%,"-$4,861,734",#N/A,#N/A
,2021-06-22 18:25:12,2021-06-21,USCR,"U.S. Concrete, Inc.",Sutherland Colin McGill,Dir,S - Sale,$73.83,-200,"15,059",-1%,"-$14,766",#N/A,#N/A
,2021-06-22 18:21:44,2021-06-21,UVV,Universal Corp /va/,Formacek Candace C,"VP, Treasurer",S - Sale,$54.39,"-2,500","23,080",-10%,"-$135,978",#N/A,#N/A
,2021-06-22 18:21:38,2021-06-21,MPWR,Monolithic Power Systems Inc,Blegen Theodore,CFO,S - Sale,$353.17,"-1,897","148,656",-1%,"-$669,963",#N/A,#N/A
M,2021-06-22 18:20:58,2021-06-21,SPPI,Spectrum Pharmaceuticals Inc,McGahan Keith M,GC,S - Sale,$4.21,"-8,235","309,949",-3%,"-$34,654",#N/A,#N/A
,2021-06-22 18:12:30,2021-06-21,REGI,"Renewable Energy Group, Inc.",Bowen Eric,"GC, Secretary",S - Sale,$63.93,"-10,389","71,818",-13%,"-$664,169",#N/A,#N/A
,2021-06-22 18:08:41,2021-06-18,ZTAQU,Zimmer Energy Transition Acquisition Corp.,Zimmer Stuart J.,"CEO, 10%",P - Purchase,$10.00,#ERROR!,"12,005,000",0.41,#ERROR!,3500000,35000000
,2021-06-22 18:08:41,2021-04-28,ZTAQU,Zimmer Energy Transition Acquisition Corp.,Zimmer Stuart J.,"CEO, 10%",S - Sale,$0.00,"-120,000","12,005,000",-1%,-$240,#N/A,#N/A
,2021-06-22 18:07:57,2021-06-22,PCSA,"Processa Pharmaceuticals, Inc.",Floyd Robert Michael,COO,P - Purchase,$7.03,#ERROR!,"131,851",0.02,#ERROR!,2000,14058
,2021-06-22 18:06:46,2021-06-18,ZM,"Zoom Video Communications, Inc.",Crehan Shane,Chief Accounting Officer,S - Sale,$375.00,-80,0,-100%,"-$30,000",#N/A,#N/A
D,2021-06-22 18:06:18,2021-06-18,ZM,"Zoom Video Communications, Inc.",Yuan Eric S.,"CEO, 10%",S - Sale+OE,$374.36,"-96,154",0,-100%,"-$35,996,426",#N/A,#N/A
D,2021-06-22 18:06:00,2021-06-21,HQY,"Healthequity, Inc.",Mott Darcy G,Special Advisor,S - Sale+OE,$77.18,"-6,000","79,052",-7%,"-$463,094",#N/A,#N/A
M,2021-06-22 18:02:10,2021-06-15,ALZN,"Alzamend Neuro, Inc.",Ault Milton C III,10%,P - Purchase,$9.29,#ERROR!,"30,230,055",0%,#ERROR!,74000,687117
M,2021-06-22 18:02:10,2021-06-17,ALZN,"Alzamend Neuro, Inc.",Ault Milton C III,10%,S - Sale,$10.16,"-1,000","30,230,055",0%,"-$10,160",#N/A,#N/A
D,2021-06-22 17:58:36,2021-06-21,MDT,Medtronic Plc,Wall Brett A.,"EVP, Pres Neuroscience",S - Sale+OE,$123.50,-115,"21,602",-1%,"-$14,203",#N/A,#N/A
,2021-06-22 17:57:52,2021-06-18,JMP,Jmp Group LLC,Wedbush Securities Inc,"Possible Member of 10% Group, 10%",P - Purchase,$5.99,#ERROR!,"4,330,500",0%,#ERROR!,1000,5990
D,2021-06-22 17:51:40,2021-06-18,ASAN,"Asana, Inc.",Lacey Eleanor B,"GC, Corporate Secretary",S - Sale+OE,$55.00,"-15,600","129,359",-11%,"-$858,000",#N/A,#N/A
,2021-06-22 17:50:36,2021-06-18,QSR,Restaurant Brands International Inc.,Lemann Marc,Dir,P - Purchase,$67.15,#ERROR!,"15,000",New,#ERROR!,15000,1007250
,2021-06-22 17:50:34,2021-06-21,UNH,Unitedhealth Group Inc,Burke Richard T,Dir,S - Sale,$398.63,"-4,000","1,445,681",0%,"-$1,594,500",#N/A,#N/A
D,2021-06-22 17:49:43,2021-06-18,QSR,Restaurant Brands International Inc.,Dunnigan Matthew,CFO,S - Sale+OE,$66.64,"-10,000","45,492",-18%,"-$666,400",#N/A,#N/A
D,2021-06-22 17:48:55,2021-06-17,QSR,Restaurant Brands International Inc.,Siddiqui Sami A.,"Brand Pres, Popeyes, Americas",S - Sale+OE,$68.74,"-10,290","157,779",-6%,"-$707,335",#N/A,#N/A
,2021-06-22 17:45:00,2021-06-18,EVER,"Everquote, Inc.",Revesz Tomas Jr,Chief Architect,S - Sale,$33.78,"-10,000","508,357",-2%,"-$337,800",#N/A,#N/A
D,2021-06-22 17:44:23,2021-06-18,MSP,Datto Holding Corp.,Singh Sanjay Kumar,Chief Revenue Officer,S - Sale+OE,$27.04,"-2,900","150,000",-2%,"-$78,416",#N/A,#N/A
M,2021-06-22 17:41:34,2021-06-17,ASAN,"Asana, Inc.",Moskovitz Dustin A.,"Pres, CEO, Chair, 10%",P - Purchase,$56.11,#ERROR!,"6,977,046",0.07,#ERROR!,480000,26934142
D,2021-06-22 17:34:05,2021-06-21,YEXT,"Yext, Inc.",Bond Darryl,Chief Accounting Officer,S - Sale+OE,$13.79,"-2,338","43,814",-5%,"-$32,243",#N/A,#N/A
D,2021-06-22 17:33:34,2021-06-18,BILL,"Bill.Com Holdings, Inc.",Lacerte Rene A.,"Pres, CEO",S - Sale+OE,$178.00,"-25,000","2,748,021",-1%,"-$4,450,000",#N/A,#N/A
D,2021-06-22 17:32:43,2021-06-21,YEXT,"Yext, Inc.",Shin Ho,GC,S - Sale+OE,$13.79,"-4,583","33,556",-12%,"-$63,203",#N/A,#N/A
D,2021-06-22 17:32:15,2021-06-21,YEXT,"Yext, Inc.",Ferrentino Marc,Chief Strategy Officer,S - Sale+OE,$13.79,"-5,471","35,192",-13%,"-$75,449",#N/A,#N/A
D,2021-06-22 17:31:51,2021-06-21,YEXT,"Yext, Inc.",Rudnitsky David,"Pres, CRO",S - Sale+OE,$13.79,"-15,343","91,878",-14%,"-$211,591",#N/A,#N/A
D,2021-06-22 17:31:19,2021-06-21,YEXT,"Yext, Inc.",Distelburger Brian,"Pres, COO",S - Sale+OE,$13.79,"-4,933","3,060,426",0%,"-$68,030",#N/A,#N/A
D,2021-06-22 17:30:48,2021-06-21,YEXT,"Yext, Inc.",Lerman Howard,CEO,S - Sale+OE,$13.79,"-9,236","3,624,959",0%,"-$127,371",#N/A,#N/A
,2021-06-22 17:28:48,2021-06-21,ECPG,Encore Capital Group Inc,Olle Laura,Dir,S - Sale,$47.64,-958,"26,310",-4%,"-$45,639",#N/A,#N/A
,2021-06-22 17:27:36,2021-06-21,REVG,"Rev Group, Inc.",Bamatter Paul J,Dir,P - Purchase,$15.20,#ERROR!,"245,625",0.26,#ERROR!,50000,760000
,2021-06-22 17:27:00,2021-06-18,REVG,"Rev Group, Inc.",Fish Justin,Dir,S - Sale,$15.50,-74,"17,511",0%,"-$1,147",#N/A,#N/A
,2021-06-22 17:26:36,2021-06-18,REVG,"Rev Group, Inc.",Rotroff Joel M.,Dir,S - Sale,$15.50,-74,"20,511",0%,"-$1,147",#N/A,#N/A
,2021-06-22 17:25:03,2021-06-18,REVG,"Rev Group, Inc.",Cusumano Dino M,Dir,S - Sale,$15.50,"-3,470","27,680,535",0%,"-$53,785",#N/A,#N/A
,2021-06-22 17:24:22,2021-06-21,PMVP,"Pmv Pharmaceuticals, Inc.",Levine Arnold J,Dir,S - Sale,$33.25,"-3,500","420,342",-1%,"-$116,362",#N/A,#N/A
D,2021-06-22 17:22:58,2021-06-18,GPS,Gap Inc,Syngal Sonia,"CEO Gap, Inc.",S - Sale+OE,$31.44,"-21,000","57,953",-27%,"-$660,293",#N/A,#N/A
,2021-06-22 17:22:35,2021-06-21,EA,Electronic Arts Inc.,Wilson Andrew,CEO,S - Sale,$140.80,"-10,000","224,173",-4%,"-$1,407,948",#N/A,#N/A
D,2021-06-22 17:21:53,2021-06-21,VERV,"Verve Therapeutics, Inc.",Logos Global Management LP,10%,P - Purchase,$19.00,#ERROR!,"813,265",0.83,#ERROR!,370000,7030000
D,2021-06-22 17:20:53,2021-06-21,VERV,"Verve Therapeutics, Inc.",Rock Springs Capital Management LP,10%,P - Purchase,$19.00,#ERROR!,"152,926",-170%,#ERROR!,370000,7030000
,2021-06-22 17:19:41,2021-06-17,RVMD,"Revolution Medicines, Inc.",Wang Xiaolin,See Remarks,S - Sale,$34.12,-243,"12,445",-2%,"-$8,291",#N/A,#N/A
,2021-06-22 17:18:51,2021-06-17,RVMD,"Revolution Medicines, Inc.",Kelsey Stephen Michael,See Remarks,S - Sale,$34.12,-324,"252,493",0%,"-$11,056",#N/A,#N/A
,2021-06-22 17:18:19,2021-06-17,RVMD,"Revolution Medicines, Inc.",Horn Margaret A,See Remarks,S - Sale,$34.13,-464,"79,780",-1%,"-$15,835",#N/A,#N/A
D,2021-06-22 17:18:07,2021-06-18,SPPI,Spectrum Pharmaceuticals Inc,Fischer Seth H. Z.,Dir,S - Sale+OE,$4.24,"-12,000","34,777",-26%,"-$50,880",#N/A,#N/A
,2021-06-22 17:17:56,2021-06-17,RVMD,"Revolution Medicines, Inc.",Goldsmith Mark A,See Remarks,S - Sale,$34.12,"-1,485","388,573",0%,"-$50,670",#N/A,#N/A
D,2021-06-22 17:17:32,2021-06-21,VERV,"Verve Therapeutics, Inc.",Novo Holdings A/s,10%,P - Purchase,$19.00,#ERROR!,"793,265",0.79,#ERROR!,350000,6650000
,2021-06-22 17:16:50,2021-06-17,RVMD,"Revolution Medicines, Inc.",Anders Jack,See Remarks,S - Sale,$34.12,-160,"8,358",-2%,"-$5,460",#N/A,#N/A
D,2021-06-22 17:16:00,2021-06-18,ORCL,Oracle Corp,Boskin Michael J,Dir,S - Sale+OE,$76.66,"-37,500","79,162",-32%,"-$2,874,634",#N/A,#N/A
,2021-06-22 17:15:58,2021-06-17,KALV,"Kalvista Pharmaceuticals, Inc.",Crockett Thomas Andrew,CEO,S - Sale,$30.04,"-1,067","144,670",-1%,"-$32,051",#N/A,#N/A
D,2021-06-22 17:14:53,2021-06-17,DDOG,"Datadog, Inc.",De Madre Armelle,Chief People Officer,S - Sale+OE,$100.00,"-5,625","61,386",-8%,"-$562,500",#N/A,#N/A
D,2021-06-22 17:14:40,2021-06-18,ORCL,Oracle Corp,Daley Dorian,"EVP, GC",S - Sale+OE,$76.38,"-125,000","212,958",-37%,"-$9,548,088",#N/A,#N/A
,2021-06-22 17:13:51,2021-06-21,PCSA,"Processa Pharmaceuticals, Inc.",Lin Patrick,Chief Business - Strategy Off,P - Purchase,$6.65,#ERROR!,"401,737",0.01,#ERROR!,2000,13300
D,2021-06-22 17:12:46,2021-06-21,VERV,"Verve Therapeutics, Inc.","Casdin Partners Master Fund, L.P.",10%,P - Purchase,$19.00,#ERROR!,"2,417,596",0.83,#ERROR!,1100000,20900000
,2021-06-22 17:10:50,2021-06-17,PSNL,"Personalis, Inc.",Tachibana Aaron,CFO,S - Sale,$22.75,"-2,421","182,503",-1%,"-$55,078",#N/A,#N/A
,2021-06-22 17:09:58,2021-06-17,PSNL,"Personalis, Inc.",Chen Richard,Chief Scientific Officer,S - Sale,$22.75,"-1,101","74,980",-1%,"-$25,048",#N/A,#N/A
,2021-06-22 17:09:57,2021-06-21,PCSA,"Processa Pharmaceuticals, Inc.",Stanker James H,CFO,P - Purchase,$6.81,#ERROR!,"36,510",0.03,#ERROR!,1000,6810
M,2021-06-22 17:09:01,2021-06-18,EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka,"COB, CEO, 10%",P - Purchase,$1.59,#ERROR!,"10,921,665",0%,#ERROR!,2250,3578
D,2021-06-22 17:08:59,2021-06-18,BIGC,"Bigcommerce Holdings, Inc.",Eggerton Lisa,CMO,S - Sale+OE,$61.64,"-2,000","69,294",-3%,"-$123,284",#N/A,#N/A
D,2021-06-22 17:06:23,2021-06-18,SPPI,Spectrum Pharmaceuticals Inc,Vyas Dolatrai,Dir,S - Sale+OE,$4.24,"-9,000","86,346",-9%,"-$38,160",#N/A,#N/A
,2021-06-22 17:06:13,2021-06-21,HRTX,"Heron Therapeutics, Inc. /de/",Christian Waage,Dir,S - Sale,$15.20,-300,"3,800",-7%,"-$4,559",#N/A,#N/A
DM,2021-06-22 17:05:57,2021-06-18,EVBG,"Everbridge, Inc.",Brickley Patrick,"SVP, CFO",S - Sale+OE,$130.31,"-11,376","9,924",-53%,"-$1,482,375",#N/A,#N/A
,2021-06-22 17:05:20,2021-06-21,HRTX,"Heron Therapeutics, Inc. /de/",Johnson Craig A,Dir,S - Sale,$15.20,-250,"3,340",-7%,"-$3,801",#N/A,#N/A
